CWE680_Integer_Overflow_to_Buffer_Overflow

Total files, 936

Files not reported, 384

Total OKs, 0, 0%
Total Fails, 552, 58.974358974359%

File, Expected Bugs, Found Bugs, Bug was found?
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fixed_52c.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_fgets_15.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fgets_54e.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_rand_33.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_rand_52a.c,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_listen_socket_73b.cpp,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_connect_socket_03.c,,Dead assignment;Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_listen_socket_84_bad.cpp,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_rand_10.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_rand_04.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fixed_64b.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fixed_33.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_rand_65a.c,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_fscanf_33.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_connect_socket_83_goodG2B.cpp,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_connect_socket_68a.c,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf_65a.c,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_fscanf_04.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_fscanf_44.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_fscanf_41.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_fscanf_45.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_listen_socket_08.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_listen_socket_41.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_listen_socket_73a.cpp,,Dead assignment,Fail
